Well_permit_num	Operator	County	Municipality	Latitude	Longitude	Start_date	Prod_mcfe_model_na	Prod_period_max	Oil_bbl_model	Gas_mcf_model	Gas_mcf_model_cumsum	Oil_bbl_model_cumsum	Date_model	Production_date_model	Prod_mcfe	Prod_mcfe_model	Gas_mcf_model_na	Gas_mcf_model_zero	Oil_bbl_model_zero	Prod_mcfe_model_zero	Prod_period
081-20402	XTO ENERGY INC	LYCOMING	FRANKLIN	41.210911	-76.622644	2011-07-01	18202.79628	52	0	18202.79628	3042946.769	0	2016-12-01	2016-12-01	18202.79628	18202.79628	18202.79628	18202.79628	0	18202.79628	65
081-20402	XTO ENERGY INC	LYCOMING	FRANKLIN	41.210911	-76.622644	2011-07-01	13466.32729	52	0	13466.32729	3229177.854	0	2017-12-01	2017-12-01	13466.32729	13466.32729	13466.32729	13466.32729	0	13466.32729	77
081-20402	XTO ENERGY INC	LYCOMING	FRANKLIN	41.210911	-76.622644	2011-07-01	9962.313917	52	0	9962.313917	3366950.574	0	2018-12-01	2018-12-01	9962.313917	9962.313917	9962.313917	9962.313917	0	9962.313917	89
081-20402	XTO ENERGY INC	LYCOMING	FRANKLIN	41.210911	-76.622644	2011-07-01	7370.064342	52	0	7370.064342	3468874.064	0	2019-12-01	2019-12-01	7370.064342	7370.064342	7370.064342	7370.064342	0	7370.064342	101
083-54224	EOG RESOURCES INC	MCKEAN	SERGEANT	41.679394	-78.502183	2011-07-01	9787.947504	52	0	9787.947504	1298139.76	0	2016-12-01	2016-12-01	9787.947504	9787.947504	9787.947504	9787.947504	0	9787.947504	65
083-54224	EOG RESOURCES INC	MCKEAN	SERGEANT	41.679394	-78.502183	2011-07-01	7241.069041	52	0	7241.069041	1398279.324	0	2017-12-01	2017-12-01	7241.069041	7241.069041	7241.069041	7241.069041	0	7241.069041	77
083-54224	EOG RESOURCES INC	MCKEAN	SERGEANT	41.679394	-78.502183	2011-07-01	5356.902541	52	0	5356.902541	1472362.016	0	2018-12-01	2018-12-01	5356.902541	5356.902541	5356.902541	5356.902541	0	5356.902541	89
083-54224	EOG RESOURCES INC	MCKEAN	SERGEANT	41.679394	-78.502183	2011-07-01	3963.00666	52	0	3963.00666	1527167.979	0	2019-12-01	2019-12-01	3963.00666	3963.00666	3963.00666	3963.00666	0	3963.00666	101
083-54225	EOG RESOURCES INC	MCKEAN	SERGEANT	41.678922	-78.498155	2011-07-01	5501.239842	52	0	5501.239842	671941.7922	0	2016-12-01	2016-12-01	5501.239842	5501.239842	5501.239842	5501.239842	0	5501.239842	65
083-54225	EOG RESOURCES INC	MCKEAN	SERGEANT	41.678922	-78.498155	2011-07-01	4069.786591	52	0	4069.786591	728224.4562	0	2017-12-01	2017-12-01	4069.786591	4069.786591	4069.786591	4069.786591	0	4069.786591	77
083-54225	EOG RESOURCES INC	MCKEAN	SERGEANT	41.678922	-78.498155	2011-07-01	3010.80545	52	0	3010.80545	769862.0576	0	2018-12-01	2018-12-01	3010.80545	3010.80545	3010.80545	3010.80545	0	3010.80545	89
083-54225	EOG RESOURCES INC	MCKEAN	SERGEANT	41.678922	-78.498155	2011-07-01	2227.377101	52	0	2227.377101	800665.3231	0	2019-12-01	2019-12-01	2227.377101	2227.377101	2227.377101	2227.377101	0	2227.377101	101
083-54560	EOG RESOURCES INC	MCKEAN	SERGEANT	41.679042	-78.498528	2011-07-01	6758.7269	52	0	6758.7269	1021284.12	0	2016-12-01	2016-12-01	6758.7269	6758.7269	6758.7269	6758.7269	0	6758.7269	65
083-54560	EOG RESOURCES INC	MCKEAN	SERGEANT	41.679042	-78.498528	2011-07-01	5000.068512	52	0	5000.068512	1090432.015	0	2017-12-01	2017-12-01	5000.068512	5000.068512	5000.068512	5000.068512	0	5000.068512	77
083-54560	EOG RESOURCES INC	MCKEAN	SERGEANT	41.679042	-78.498528	2011-07-01	3699.022833	52	0	3699.022833	1141587.242	0	2018-12-01	2018-12-01	3699.022833	3699.022833	3699.022833	3699.022833	0	3699.022833	89
083-54560	EOG RESOURCES INC	MCKEAN	SERGEANT	41.679042	-78.498528	2011-07-01	2736.516487	52	0	2736.516487	1179431.595	0	2019-12-01	2019-12-01	2736.516487	2736.516487	2736.516487	2736.516487	0	2736.516487	101
117-20451	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693875	-76.994511	2011-07-01	19654.4893	52	0	19654.4893	2503929.589	0	2016-12-01	2016-12-01	19654.4893	19654.4893	19654.4893	19654.4893	0	19654.4893	65
117-20451	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693875	-76.994511	2011-07-01	14540.2817	52	0	14540.2817	2705012.809	0	2017-12-01	2017-12-01	14540.2817	14540.2817	14540.2817	14540.2817	0	14540.2817	77
117-20451	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693875	-76.994511	2011-07-01	10756.81941	52	0	10756.81941	2853773.054	0	2018-12-01	2018-12-01	10756.81941	10756.81941	10756.81941	10756.81941	0	10756.81941	89
117-20451	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693875	-76.994511	2011-07-01	7957.835079	52	0	7957.835079	2963825.055	0	2019-12-01	2019-12-01	7957.835079	7957.835079	7957.835079	7957.835079	0	7957.835079	101
117-20452	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693825	-76.9946	2011-07-01	19210.29519	52	0	19210.29519	2637469.027	0	2016-12-01	2016-12-01	19210.29519	19210.29519	19210.29519	19210.29519	0	19210.29519	65
117-20452	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693825	-76.9946	2011-07-01	14211.66937	52	0	14211.66937	2834007.738	0	2017-12-01	2017-12-01	14211.66937	14211.66937	14211.66937	14211.66937	0	14211.66937	77
117-20452	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693825	-76.9946	2011-07-01	10513.71384	52	0	10513.71384	2979405.982	0	2018-12-01	2018-12-01	10513.71384	10513.71384	10513.71384	10513.71384	0	10513.71384	89
117-20452	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693825	-76.9946	2011-07-01	7777.986932	52	0	7777.986932	3086970.793	0	2019-12-01	2019-12-01	7777.986932	7777.986932	7777.986932	7777.986932	0	7777.986932	101
117-20453	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693775	-76.994689	2011-07-01	19160.01042	52	0	19160.01042	2869912.548	0	2016-12-01	2016-12-01	19160.01042	19160.01042	19160.01042	19160.01042	0	19160.01042	65
117-20453	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693775	-76.994689	2011-07-01	14174.46898	52	0	14174.46898	3065936.801	0	2017-12-01	2017-12-01	14174.46898	14174.46898	14174.46898	14174.46898	0	14174.46898	77
117-20453	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693775	-76.994689	2011-07-01	10486.1932	52	0	10486.1932	3210954.451	0	2018-12-01	2018-12-01	10486.1932	10486.1932	10486.1932	10486.1932	0	10486.1932	89
117-20453	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693775	-76.994689	2011-07-01	7757.627315	52	0	7757.627315	3318237.701	0	2019-12-01	2019-12-01	7757.627315	7757.627315	7757.627315	7757.627315	0	7757.627315	101
117-20454	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693728	-76.994775	2011-07-01	18060.09432	52	0	18060.09432	2667838.594	0	2016-12-01	2016-12-01	18060.09432	18060.09432	18060.09432	18060.09432	0	18060.09432	65
117-20454	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693728	-76.994775	2011-07-01	13360.75718	52	0	13360.75718	2852609.709	0	2017-12-01	2017-12-01	13360.75718	13360.75718	13360.75718	13360.75718	0	13360.75718	77
117-20454	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693728	-76.994775	2011-07-01	9884.213735	52	0	9884.213735	2989302.351	0	2018-12-01	2018-12-01	9884.213735	9884.213735	9884.213735	9884.213735	0	9884.213735	89
117-20454	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693728	-76.994775	2011-07-01	7312.286263	52	0	7312.286263	3090426.805	0	2019-12-01	2019-12-01	7312.286263	7312.286263	7312.286263	7312.286263	0	7312.286263	101
117-20455	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693678	-76.994864	2011-07-01	22192.60739	52	0	22192.60739	3207006.555	0	2016-12-01	2016-12-01	22192.60739	22192.60739	22192.60739	22192.60739	0	22192.60739	65
117-20455	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693678	-76.994864	2011-07-01	16417.96733	52	0	16417.96733	3434057.021	0	2017-12-01	2017-12-01	16417.96733	16417.96733	16417.96733	16417.96733	0	16417.96733	77
117-20455	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693678	-76.994864	2011-07-01	12145.92078	52	0	12145.92078	3602027.69	0	2018-12-01	2018-12-01	12145.92078	12145.92078	12145.92078	12145.92078	0	12145.92078	89
117-20455	TALISMAN ENERGY USA INC	TIOGA	WARD	41.693678	-76.994864	2011-07-01	8985.484533	52	0	8985.484533	3726291.456	0	2019-12-01	2019-12-01	8985.484533	8985.484533	8985.484533	8985.484533	0	8985.484533	101
015-20552	TALISMAN ENERGY USA INC	BRADFORD	GRANVILLE	41.695258	-76.778614	2011-08-01	6814.198859	51	0	6814.198859	773452.7459	0	2016-12-01	2016-12-01	6814.198859	6814.198859	6814.198859	6814.198859	0	6814.198859	64
015-20552	TALISMAN ENERGY USA INC	BRADFORD	GRANVILLE	41.695258	-76.778614	2011-08-01	5041.106358	51	0	5041.106358	843168.1693	0	2017-12-01	2017-12-01	5041.106358	5041.106358	5041.106358	5041.106358	0	5041.106358	76
015-20552	TALISMAN ENERGY USA INC	BRADFORD	GRANVILLE	41.695258	-76.778614	2011-08-01	3729.382403	51	0	3729.382403	894743.2512	0	2018-12-01	2018-12-01	3729.382403	3729.382403	3729.382403	3729.382403	0	3729.382403	88
015-20552	TALISMAN ENERGY USA INC	BRADFORD	GRANVILLE	41.695258	-76.778614	2011-08-01	2758.976328	51	0	2758.976328	932898.2094	0	2019-12-01	2019-12-01	2758.976328	2758.976328	2758.976328	2758.976328	0	2758.976328	100
015-20742	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.913817	-76.890797	2011-08-01	18131.01243	51	0	18131.01243	2401069.61	0	2016-12-01	2016-12-01	18131.01243	18131.01243	18131.01243	18131.01243	0	18131.01243	64
015-20742	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.913817	-76.890797	2011-08-01	13413.222	51	0	13413.222	2586566.281	0	2017-12-01	2017-12-01	13413.222	13413.222	13413.222	13413.222	0	13413.222	76
015-20742	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.913817	-76.890797	2011-08-01	9923.02692	51	0	9923.02692	2723795.686	0	2018-12-01	2018-12-01	9923.02692	9923.02692	9923.02692	9923.02692	0	9923.02692	88
015-20742	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.913817	-76.890797	2011-08-01	7341.00004	51	0	7341.00004	2825317.235	0	2019-12-01	2019-12-01	7341.00004	7341.00004	7341.00004	7341.00004	0	7341.00004	100
015-20949	TALISMAN ENERGY USA INC	BRADFORD	GRANVILLE	41.697464	-76.747453	2011-08-01	4619.128194	51	0	4619.128194	1228618.223	0	2016-12-01	2016-12-01	4619.128194	4619.128194	4619.128194	4619.128194	0	4619.128194	64
015-20949	TALISMAN ENERGY USA INC	BRADFORD	GRANVILLE	41.697464	-76.747453	2011-08-01	3417.205307	51	0	3417.205307	1275876.086	0	2017-12-01	2017-12-01	3417.205307	3417.205307	3417.205307	3417.205307	0	3417.205307	76
015-20949	TALISMAN ENERGY USA INC	BRADFORD	GRANVILLE	41.697464	-76.747453	2011-08-01	2528.029451	51	0	2528.029451	1310837.19	0	2018-12-01	2018-12-01	2528.029451	2528.029451	2528.029451	2528.029451	0	2528.029451	88
015-20949	TALISMAN ENERGY USA INC	BRADFORD	GRANVILLE	41.697464	-76.747453	2011-08-01	1870.222106	51	0	1870.222106	1336701.22	0	2019-12-01	2019-12-01	1870.222106	1870.222106	1870.222106	1870.222106	0	1870.222106	100
051-24318	BURNETT OIL CO INC	FAYETTE	SPRINGHILL	39.733294	-79.801028	2011-08-01	20347.65432	51	0	20347.65432	2943529.158	0	2016-12-01	2016-12-01	20347.65432	20347.65432	20347.65432	20347.65432	0	20347.65432	64
051-24318	BURNETT OIL CO INC	FAYETTE	SPRINGHILL	39.733294	-79.801028	2011-08-01	15053.08132	51	0	15053.08132	3151704.083	0	2017-12-01	2017-12-01	15053.08132	15053.08132	15053.08132	15053.08132	0	15053.08132	76
051-24318	BURNETT OIL CO INC	FAYETTE	SPRINGHILL	39.733294	-79.801028	2011-08-01	11136.18571	51	0	11136.18571	3305710.733	0	2018-12-01	2018-12-01	11136.18571	11136.18571	11136.18571	11136.18571	0	11136.18571	88
051-24318	BURNETT OIL CO INC	FAYETTE	SPRINGHILL	39.733294	-79.801028	2011-08-01	8238.488158	51	0	8238.488158	3419643.995	0	2019-12-01	2019-12-01	8238.488158	8238.488158	8238.488158	8238.488158	0	8238.488158	100
051-24382	BURNETT OIL CO INC	FAYETTE	SPRINGHILL	39.73335	-79.801031	2011-08-01	16263.55026	51	0	16263.55026	2614583.279	0	2016-12-01	2016-12-01	16263.55026	16263.55026	16263.55026	16263.55026	0	16263.55026	64
051-24382	BURNETT OIL CO INC	FAYETTE	SPRINGHILL	39.73335	-79.801031	2011-08-01	12031.68389	51	0	12031.68389	2780974.122	0	2017-12-01	2017-12-01	12031.68389	12031.68389	12031.68389	12031.68389	0	12031.68389	76
051-24382	BURNETT OIL CO INC	FAYETTE	SPRINGHILL	39.73335	-79.801031	2011-08-01	8900.972717	51	0	8900.972717	2904069.141	0	2018-12-01	2018-12-01	8900.972717	8900.972717	8900.972717	8900.972717	0	8900.972717	88
051-24382	BURNETT OIL CO INC	FAYETTE	SPRINGHILL	39.73335	-79.801031	2011-08-01	6584.890035	51	0	6584.890035	2995134.15	0	2019-12-01	2019-12-01	6584.890035	6584.890035	6584.890035	6584.890035	0	6584.890035	100
051-24401	PHILLIPS EXPLORATION INC	FAYETTE	DUNBAR	40.027158	-79.655672	2011-08-01	19880.87896	51	0	19880.87896	3075775.937	0	2016-12-01	2016-12-01	19880.87896	19880.87896	19880.87896	19880.87896	0	19880.87896	64
051-24401	PHILLIPS EXPLORATION INC	FAYETTE	DUNBAR	40.027158	-79.655672	2011-08-01	14707.76351	51	0	14707.76351	3279175.328	0	2017-12-01	2017-12-01	14707.76351	14707.76351	14707.76351	14707.76351	0	14707.76351	76
051-24401	PHILLIPS EXPLORATION INC	FAYETTE	DUNBAR	40.027158	-79.655672	2011-08-01	10880.72152	51	0	10880.72152	3429649.064	0	2018-12-01	2018-12-01	10880.72152	10880.72152	10880.72152	10880.72152	0	10880.72152	88
051-24401	PHILLIPS EXPLORATION INC	FAYETTE	DUNBAR	40.027158	-79.655672	2011-08-01	8049.497169	51	0	8049.497169	3540968.695	0	2019-12-01	2019-12-01	8049.497169	8049.497169	8049.497169	8049.497169	0	8049.497169	100
051-24402	PHILLIPS EXPLORATION INC	FAYETTE	DUNBAR	40.027236	-79.655525	2011-08-01	16213.04906	51	0	16213.04906	2674616.184	0	2016-12-01	2016-12-01	16213.04906	16213.04906	16213.04906	16213.04906	0	16213.04906	64
051-24402	PHILLIPS EXPLORATION INC	FAYETTE	DUNBAR	40.027236	-79.655525	2011-08-01	11994.32338	51	0	11994.32338	2840490.354	0	2017-12-01	2017-12-01	11994.32338	11994.32338	11994.32338	11994.32338	0	11994.32338	76
051-24402	PHILLIPS EXPLORATION INC	FAYETTE	DUNBAR	40.027236	-79.655525	2011-08-01	8873.333624	51	0	8873.333624	2963203.141	0	2018-12-01	2018-12-01	8873.333624	8873.333624	8873.333624	8873.333624	0	8873.333624	88
051-24402	PHILLIPS EXPLORATION INC	FAYETTE	DUNBAR	40.027236	-79.655525	2011-08-01	6564.442787	51	0	6564.442787	3053985.378	0	2019-12-01	2019-12-01	6564.442787	6564.442787	6564.442787	6564.442787	0	6564.442787	100
081-20300	XTO ENERGY INC	LYCOMING	MORELAND	41.199694	-76.632069	2011-08-01	3338.850667	51	0	3338.850667	1173843.481	0	2016-12-01	2016-12-01	3338.850667	3338.850667	3338.850667	3338.850667	0	3338.850667	64
081-20300	XTO ENERGY INC	LYCOMING	MORELAND	41.199694	-76.632069	2011-08-01	2470.063125	51	0	2470.063125	1208002.946	0	2017-12-01	2017-12-01	2470.063125	2470.063125	2470.063125	2470.063125	0	2470.063125	76
081-20300	XTO ENERGY INC	LYCOMING	MORELAND	41.199694	-76.632069	2011-08-01	1827.338941	51	0	1827.338941	1233273.928	0	2018-12-01	2018-12-01	1827.338941	1827.338941	1827.338941	1827.338941	0	1827.338941	88
081-20300	XTO ENERGY INC	LYCOMING	MORELAND	41.199694	-76.632069	2011-08-01	1351.855169	51	0	1351.855169	1251969.259	0	2019-12-01	2019-12-01	1351.855169	1351.855169	1351.855169	1351.855169	0	1351.855169	100
005-30503	EXCO RESOURCES PA INC	ARMSTRONG	MANOR	40.736975	-79.51481	2011-09-01	23320.73202	50	0	23320.73202	2507070.797	0	2016-12-01	2016-12-01	23320.73202	23320.73202	23320.73202	23320.73202	0	23320.73202	63
005-30503	EXCO RESOURCES PA INC	ARMSTRONG	MANOR	40.736975	-79.51481	2011-09-01	17252.54765	50	0	17252.54765	2745662.998	0	2017-12-01	2017-12-01	17252.54765	17252.54765	17252.54765	17252.54765	0	17252.54765	75
005-30503	EXCO RESOURCES PA INC	ARMSTRONG	MANOR	40.736975	-79.51481	2011-09-01	12763.33865	50	0	12763.33865	2922172.18	0	2018-12-01	2018-12-01	12763.33865	12763.33865	12763.33865	12763.33865	0	12763.33865	87
005-30503	EXCO RESOURCES PA INC	ARMSTRONG	MANOR	40.736975	-79.51481	2011-09-01	9442.246834	50	0	9442.246834	3052752.689	0	2019-12-01	2019-12-01	9442.246834	9442.246834	9442.246834	9442.246834	0	9442.246834	99
005-30713	EXCO RESOURCES PA INC	ARMSTRONG	MANOR	40.737117	-79.515019	2011-09-01	23433.27755	50	0	23433.27755	2727657.813	0	2016-12-01	2016-12-01	23433.27755	23433.27755	23433.27755	23433.27755	0	23433.27755	63
005-30713	EXCO RESOURCES PA INC	ARMSTRONG	MANOR	40.737117	-79.515019	2011-09-01	17335.8082	50	0	17335.8082	2967401.458	0	2017-12-01	2017-12-01	17335.8082	17335.8082	17335.8082	17335.8082	0	17335.8082	75
005-30713	EXCO RESOURCES PA INC	ARMSTRONG	MANOR	40.737117	-79.515019	2011-09-01	12824.93434	50	0	12824.93434	3144762.47	0	2018-12-01	2018-12-01	12824.93434	12824.93434	12824.93434	12824.93434	0	12824.93434	87
005-30713	EXCO RESOURCES PA INC	ARMSTRONG	MANOR	40.737117	-79.515019	2011-09-01	9487.814985	50	0	9487.814985	3275973.159	0	2019-12-01	2019-12-01	9487.814985	9487.814985	9487.814985	9487.814985	0	9487.814985	99
015-20584	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773967	-76.873417	2011-09-01	18168.59975	50	0	18168.59975	2850637.427	0	2016-12-01	2016-12-01	18168.59975	18168.59975	18168.59975	18168.59975	0	18168.59975	63
015-20584	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773967	-76.873417	2011-09-01	13441.02889	50	0	13441.02889	3036518.651	0	2017-12-01	2017-12-01	13441.02889	13441.02889	13441.02889	13441.02889	0	13441.02889	75
015-20584	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773967	-76.873417	2011-09-01	9943.598302	50	0	9943.598302	3174032.545	0	2018-12-01	2018-12-01	9943.598302	9943.598302	9943.598302	9943.598302	0	9943.598302	87
015-20584	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773967	-76.873417	2011-09-01	7356.218635	50	0	7356.218635	3275764.558	0	2019-12-01	2019-12-01	7356.218635	7356.218635	7356.218635	7356.218635	0	7356.218635	99
015-20585	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773956	-76.873508	2011-09-01	15467.29064	50	0	15467.29064	2454530.539	0	2016-12-01	2016-12-01	15467.29064	15467.29064	15467.29064	15467.29064	0	15467.29064	63
015-20585	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773956	-76.873508	2011-09-01	11442.61546	50	0	11442.61546	2612774.925	0	2017-12-01	2017-12-01	11442.61546	11442.61546	11442.61546	11442.61546	0	11442.61546	75
015-20585	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773956	-76.873508	2011-09-01	8465.183178	50	0	8465.183178	2729843.241	0	2018-12-01	2018-12-01	8465.183178	8465.183178	8465.183178	8465.183178	0	8465.183178	87
015-20585	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773956	-76.873508	2011-09-01	6262.495361	50	0	6262.495361	2816449.729	0	2019-12-01	2019-12-01	6262.495361	6262.495361	6262.495361	6262.495361	0	6262.495361	99
015-20586	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773942	-76.873597	2011-09-01	16350.41232	50	0	16350.41232	2533966.112	0	2016-12-01	2016-12-01	16350.41232	16350.41232	16350.41232	16350.41232	0	16350.41232	63
015-20586	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773942	-76.873597	2011-09-01	12095.94395	50	0	12095.94395	2701245.633	0	2017-12-01	2017-12-01	12095.94395	12095.94395	12095.94395	12095.94395	0	12095.94395	75
015-20586	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773942	-76.873597	2011-09-01	8948.511959	50	0	8948.511959	2824998.09	0	2018-12-01	2018-12-01	8948.511959	8948.511959	8948.511959	8948.511959	0	8948.511959	87
015-20586	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773942	-76.873597	2011-09-01	6620.059301	50	0	6620.059301	2916549.469	0	2019-12-01	2019-12-01	6620.059301	6620.059301	6620.059301	6620.059301	0	6620.059301	99
015-20587	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773928	-76.873689	2011-09-01	29415.64953	50	0	29415.64953	3458945.399	0	2016-12-01	2016-12-01	29415.64953	29415.64953	29415.64953	29415.64953	0	29415.64953	63
015-20587	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773928	-76.873689	2011-09-01	21761.53366	50	0	21761.53366	3759894.124	0	2017-12-01	2017-12-01	21761.53366	21761.53366	21761.53366	21761.53366	0	21761.53366	75
015-20587	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773928	-76.873689	2011-09-01	16099.06139	50	0	16099.06139	3982534.315	0	2018-12-01	2018-12-01	16099.06139	16099.06139	16099.06139	16099.06139	0	16099.06139	87
015-20587	TALISMAN ENERGY USA INC	BRADFORD	ARMENIA	41.773928	-76.873689	2011-09-01	11909.99594	50	0	11909.99594	4147242.288	0	2019-12-01	2019-12-01	11909.99594	11909.99594	11909.99594	11909.99594	0	11909.99594	99
015-20906	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.904097	-76.866467	2011-09-01	12958.96826	50	0	12958.96826	2027913.305	0	2016-12-01	2016-12-01	12958.96826	12958.96826	12958.96826	12958.96826	0	12958.96826	63
015-20906	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.904097	-76.866467	2011-09-01	9586.972532	50	0	9586.972532	2160495.283	0	2017-12-01	2017-12-01	9586.972532	9586.972532	9586.972532	9586.972532	0	9586.972532	75
015-20906	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.904097	-76.866467	2011-09-01	7092.388876	50	0	7092.388876	2258578.691	0	2018-12-01	2018-12-01	7092.388876	7092.388876	7092.388876	7092.388876	0	7092.388876	87
015-20906	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.904097	-76.866467	2011-09-01	5246.909783	50	0	5246.909783	2331140.25	0	2019-12-01	2019-12-01	5246.909783	5246.909783	5246.909783	5246.909783	0	5246.909783	99
015-20907	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902358	-76.855878	2011-09-01	10234.57289	50	0	10234.57289	1330766.442	0	2016-12-01	2016-12-01	10234.57289	10234.57289	10234.57289	10234.57289	0	10234.57289	63
015-20907	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902358	-76.855878	2011-09-01	7571.480013	50	0	7571.480013	1435475.388	0	2017-12-01	2017-12-01	7571.480013	7571.480013	7571.480013	7571.480013	0	7571.480013	75
015-20907	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902358	-76.855878	2011-09-01	5601.338738	50	0	5601.338738	1512938.484	0	2018-12-01	2018-12-01	5601.338738	5601.338738	5601.338738	5601.338738	0	5601.338738	87
015-20907	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902358	-76.855878	2011-09-01	4143.839197	50	0	4143.839197	1570245.25	0	2019-12-01	2019-12-01	4143.839197	4143.839197	4143.839197	4143.839197	0	4143.839197	99
015-20908	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902386	-76.855792	2011-09-01	11492.05273	50	0	11492.05273	1771426.79	0	2016-12-01	2016-12-01	11492.05273	11492.05273	11492.05273	11492.05273	0	11492.05273	63
015-20908	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902386	-76.855792	2011-09-01	8501.756596	50	0	8501.756596	1889000.893	0	2017-12-01	2017-12-01	8501.756596	8501.756596	8501.756596	8501.756596	0	8501.756596	75
015-20908	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902386	-76.855792	2011-09-01	6289.552172	50	0	6289.552172	1975981.56	0	2018-12-01	2018-12-01	6289.552172	6289.552172	6289.552172	6289.552172	0	6289.552172	87
015-20908	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902386	-76.855792	2011-09-01	4652.975662	50	0	4652.975662	2040329.373	0	2019-12-01	2019-12-01	4652.975662	4652.975662	4652.975662	4652.975662	0	4652.975662	99
015-20909	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902411	-76.855706	2011-09-01	12663.82483	50	0	12663.82483	2290781.698	0	2016-12-01	2016-12-01	12663.82483	12663.82483	12663.82483	12663.82483	0	12663.82483	63
015-20909	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902411	-76.855706	2011-09-01	9368.627064	50	0	9368.627064	2420344.091	0	2017-12-01	2017-12-01	9368.627064	9368.627064	9368.627064	9368.627064	0	9368.627064	75
015-20909	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902411	-76.855706	2011-09-01	6930.858116	50	0	6930.858116	2516193.628	0	2018-12-01	2018-12-01	6930.858116	6930.858116	6930.858116	6930.858116	0	6930.858116	87
015-20909	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902411	-76.855706	2011-09-01	5127.410226	50	0	5127.410226	2587102.581	0	2019-12-01	2019-12-01	5127.410226	5127.410226	5127.410226	5127.410226	0	5127.410226	99
015-20910	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902436	-76.855622	2011-09-01	21393.82272	50	0	21393.82272	3270148.012	0	2016-12-01	2016-12-01	21393.82272	21393.82272	21393.82272	21393.82272	0	21393.82272	63
015-20910	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902436	-76.855622	2011-09-01	15827.03088	50	0	15827.03088	3489026.187	0	2017-12-01	2017-12-01	15827.03088	15827.03088	15827.03088	15827.03088	0	15827.03088	75
015-20910	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902436	-76.855622	2011-09-01	11708.74928	50	0	11708.74928	3650951.042	0	2018-12-01	2018-12-01	11708.74928	11708.74928	11708.74928	11708.74928	0	11708.74928	87
015-20910	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.902436	-76.855622	2011-09-01	8662.067497	50	0	8662.067497	3770742.147	0	2019-12-01	2019-12-01	8662.067497	8662.067497	8662.067497	8662.067497	0	8662.067497	99
